Syllable,Vruta ID,Number of Syllables in Verse,Syllable Position in Verse,Ganam Position in Verse,Syllable Position in Ganam,Previous Syllable Origin,Next Syllable Origin,Current Syllable Origin,Previous Syllable Matra,Next syllable Matra,Current Syllable Matra,Previous Syllable Joint,Next Syllable Joint,Current Syllable Joint,Number of Syllables in Ganam,Yati,Yati Position,Distance from Yati,Total Matra in Ganam,Total Matra in Verse,Duration
ma,1,14,11,5,1,48,17,40,2,2,1,0,0,0,2,0,7,4,3,20,0.250432
gree,1,14,12,5,2,40,50,17,1,1,2,0,0,0,2,0,7,5,3,20,0.433322
sa,1,14,13,6,1,17,42,50,2,2,1,0,0,0,2,0,7,6,3,20,0.283997
ran,1,14,14,6,2,50,40,42,1,2,2,0,0,0,2,0,7,7,3,20,0.472537
mal,1,14,1,1,1,42,17,40,2,1,2,0,0,0,3,0,7,-6,4,20,0.423313
gu,1,14,2,1,2,40,42,17,2,1,1,0,0,0,3,0,7,-5,4,20,0.255139
ru,1,14,3,1,3,17,34,42,1,1,1,0,0,0,3,0,7,-4,4,20,0.200176
na,1,14,4,2,1,42,30,34,1,1,1,0,0,0,2,0,7,-3,2,20,0.281241
tha,1,14,5,2,2,34,34,30,1,1,1,0,0,0,2,0,7,-2,2,20,0.219614
na,1,14,6,3,1,30,34,34,1,2,1,0,0,0,2,0,7,-1,3,20,0.196526
nee,1,14,7,3,2,34,15,34,1,2,2,0,0,0,2,1,7,0,3,20,0.517316
kae,1,14,8,4,1,34,56,15,2,2,2,0,1,0,3,0,7,1,6,20,0.433312
nthee,1,14,9,4,2,15,47,56,2,1,2,0,0,1,3,0,7,2,6,20,0.517064
vae,1,14,10,4,3,56,50,47,2,1,1,1,0,0,3,0,7,3,6,20,0.288517
si,1,14,11,5,1,47,15,50,1,1,1,0,0,0,2,0,7,4,2,20,0.250432
ka,1,14,12,5,2,50,44,15,1,2,1,0,0,0,2,0,7,5,2,20,0.198251
loo,1,14,13,6,1,15,25,44,1,2,2,0,0,0,2,0,7,6,4,20,0.423313
dum,1,14,14,6,2,44,5,25,2,2,2,0,0,0,2,0,7,7,4,20,0.474872
ul,1,14,1,1,1,25,15,5,2,1,2,0,0,0,3,0,7,-6,5,23,0.424505
ku,1,14,2,1,2,5,42,15,2,2,1,0,0,0,3,0,7,-5,5,23,0.179539
ru,1,14,3,1,3,15,34,42,1,1,2,0,1,0,3,0,7,-4,5,23,0.421412
nni,1,14,4,2,1,42,34,34,2,2,1,0,0,1,2,0,7,-3,3,23,0.250432
nkal,1,14,5,2,2,34,47,34,1,2,2,1,0,0,2,0,7,-2,3,23,0.475871
vaazh,1,14,6,3,1,34,15,47,2,1,2,0,0,0,2,0,7,-1,3,23,0.549842
ka,1,14,7,3,2,47,42,15,2,2,1,0,0,0,2,1,7,0,3,23,0.281241
raa,1,14,8,4,1,15,40,42,1,1,2,0,0,0,3,0,7,1,4,23,0.433312
ma,1,14,9,4,2,42,34,40,2,2,1,0,0,0,3,0,7,2,4,23,0.281699
naa,1,14,10,4,3,40,40,34,1,2,2,0,0,0,3,0,7,3,4,23,0.423412
maa,1,14,11,5,1,34,20,40,2,2,2,0,0,0,2,0,7,4,4,23,0.423412
chaa,1,14,12,5,2,40,42,20,2,1,2,0,0,0,2,0,7,5,4,23,0.4529
rya,1,14,13,6,1,20,34,42,2,2,1,0,0,0,2,0,7,6,3,23,0.224968
num,1,14,14,6,2,42,40,34,1,1,2,0,0,0,2,0,7,7,3,23,0.48507
mu,1,14,1,1,1,34,16,40,2,2,1,0,0,0,3,0,7,-6,5,24,0.250432
khyan,1,14,2,1,2,40,40,16,1,2,2,0,0,0,3,0,7,-5,5,24,0.443322
maa,1,14,3,1,3,16,42,40,2,2,2,0,0,0,3,0,7,-4,5,24,0.523348
raa,1,14,4,2,1,40,41,42,2,1,2,0,0,0,2,0,7,-3,3,24,0.423412
ya,1,14,5,2,2,42,17,41,2,1,1,0,0,0,2,0,7,-2,3,24,0.250432
gu,1,14,6,3,1,41,42,17,1,1,1,0,0,0,2,0,7,-1,2,24,0.281241
ru,1,14,7,3,2,17,39,42,1,2,1,0,0,0,2,1,7,0,2,24,0.238529
bhoo,1,14,8,4,1,42,30,39,1,2,2,0,0,0,3,0,7,1,5,24,0.443312
than,1,14,9,4,2,39,40,30,2,2,2,0,0,0,3,0,7,2,5,24,0.434312
maar,1,14,10,4,3,30,40,40,2,2,2,0,0,0,3,0,7,3,5,24,0.483971
ma,1,14,11,5,1,40,30,40,2,2,2,0,1,0,2,0,7,4,4,24,0.411412
ttu,1,14,12,5,2,40,44,30,2,2,2,0,1,1,2,0,7,5,4,24,0.433322
lloo,1,14,13,6,1,30,42,44,2,2,2,1,0,1,2,0,7,6,4,24,0.494872
rum,1,14,14,6,2,44,50,42,2,2,2,1,0,0,2,0,7,7,4,24,0.474872
srii,1,14,1,1,1,42,42,50,2,2,2,0,0,0,3,0,7,-6,6,20,0.525005
raa,1,14,2,1,2,50,40,42,2,2,2,0,0,0,3,0,7,-5,6,20,0.423322
maa,1,14,3,1,3,42,41,40,2,1,2,0,0,0,3,0,7,-4,6,20,0.387487
ya,1,14,4,2,1,40,34,41,2,2,1,0,0,0,2,0,7,-3,3,20,0.257549
nam,1,14,5,2,2,41,36,34,1,1,2,0,0,0,2,0,7,-2,3,20,0.487032
pu,1,14,6,3,1,34,42,36,2,2,1,0,0,0,2,0,7,-1,3,20,0.160838
raa,1,14,7,3,2,36,47,42,1,1,2,0,0,0,2,1,7,0,3,20,0.546296
vi,1,14,8,4,1,42,42,47,2,1,1,0,0,0,3,0,7,1,4,20,0.194833
ri,1,14,9,4,2,47,24,42,1,1,1,0,0,0,3,0,7,2,4,20,0.283965
nja,1,14,10,4,3,42,47,24,1,1,1,0,0,0,3,0,7,3,4,20,0.298823
vi,1,14,11,5,1,24,42,47,1,1,1,0,0,0,2,0,7,4,2,20,0.200176
ra,1,14,12,5,2,47,20,42,1,1,1,0,0,0,2,0,7,5,2,20,0.150237
chi,1,14,13,6,1,42,30,20,1,2,1,0,0,0,2,0,7,6,3,20,0.245993
tham,1,14,14,6,2,20,34,30,1,2,2,0,0,0,2,0,7,7,3,20,0.450711
noo,1,14,1,1,1,30,42,34,2,1,2,0,0,0,3,0,7,-6,5,22,0.381512
ru,1,14,2,1,2,34,15,42,2,2,1,0,0,0,3,0,7,-5,5,22,0.216304
koo,1,14,3,1,3,42,25,15,1,1,2,0,0,0,3,0,7,-4,5,22,0.423412
di,1,14,4,2,1,15,17,25,2,2,1,0,0,0,2,0,7,-3,3,22,0.15149
gra,1,14,5,2,2,25,56,17,1,1,2,0,1,0,2,0,7,-2,3,22,0.424312
ntha,1,14,6,3,1,17,40,56,2,2,1,0,0,1,2,0,7,-1,3,22,0.281241
mu,1,14,7,3,2,56,34,40,1,2,2,1,1,0,2,1,7,0,3,22,0.522312
ndi,1,14,8,4,1,40,44,34,2,1,2,0,1,1,3,0,7,1,5,22,0.443312
lla,1,14,9,4,2,34,30,44,2,1,1,1,0,1,3,0,7,2,5,22,0.281241
thu,1,14,10,4,3,44,39,30,1,2,1,1,0,0,3,0,7,3,5,22,0.250432
bhoo,1,14,11,5,1,30,40,39,1,1,2,0,0,0,2,0,7,4,3,22,0.433412
mi,1,14,12,5,2,39,30,40,2,2,1,0,0,0,2,0,7,5,3,22,0.292947
tha,1,14,13,6,1,40,34,30,1,2,2,0,1,0,2,0,7,6,4,22,0.423313
nnil,1,14,14,6,2,30,42,34,2,2,2,0,0,1,2,0,7,7,4,22,0.494872
raa,1,14,1,1,1,34,40,42,2,1,2,1,0,0,3,0,7,-6,5,24,0.423313
ma,1,14,2,1,2,42,34,40,2,2,1,0,0,0,3,0,7,-5,5,24,0.27659
naa,1,14,3,1,3,40,40,34,1,2,2,0,0,0,3,0,7,-4,5,24,0.423412
ma,1,14,4,2,1,34,30,40,2,1,2,0,1,0,2,0,7,-3,3,24,0.419966
tthe,1,14,5,2,2,40,22,30,2,1,1,0,0,1,2,0,7,-2,3,24,0.250432
jja,1,14,6,3,1,30,36,22,1,2,1,1,0,0,2,0,7,-1,3,24,0.250432
pi,1,14,7,3,2,22,20,36,1,2,2,0,1,0,2,1,7,0,3,24,0.522312
chhoo,1,14,8,4,1,36,42,20,2,1,2,0,0,1,3,0,7,1,5,24,0.500613
ru,1,14,9,4,2,20,15,42,2,2,1,1,0,0,3,0,7,2,5,24,0.22347
kaa,1,14,10,4,3,42,30,15,1,2,2,0,1,0,3,0,7,3,5,24,0.410291
ttaa,1,14,11,5,1,15,44,30,2,2,2,0,0,1,2,0,7,4,4,24,0.443412
lan,1,14,12,5,2,30,40,44,2,2,2,1,0,0,2,0,7,5,4,24,0.446973
mu,1,14,13,6,1,44,34,40,2,2,2,0,1,0,2,0,7,6,4,24,0.421313
nnam,1,14,14,6,2,40,40,34,2,2,2,0,0,1,2,0,7,7,4,24,0.494872
maa,1,14,1,1,1,34,40,40,2,1,2,1,0,0,3,0,7,-6,4,20,0.396792
mu,1,14,2,1,2,40,34,40,2,1,1,0,0,0,3,0,7,-5,4,20,0.252504
ni,1,14,3,1,3,40,36,34,1,1,1,0,0,0,3,0,7,-4,4,20,0.250432
pra,1,14,4,2,1,34,47,36,1,1,1,0,0,0,2,0,7,-3,2,20,0.208282
va,1,14,5,2,2,36,42,47,1,1,1,0,0,0,2,0,7,-2,2,20,0.173146
ra,1,14,6,3,1,47,34,42,1,2,1,0,0,0,2,0,7,-1,3,20,0.189378
naay,1,14,7,3,2,42,47,34,1,2,2,0,0,0,2,1,7,0,3,20,0.534312
va,1,14,8,4,1,34,34,47,2,1,2,0,1,0,3,0,7,1,5,20,0.415335
nna,1,14,9,4,2,47,30,34,2,1,1,0,0,1,3,0,7,2,5,20,0.227254
thu,1,14,10,4,3,34,15,30,1,2,1,1,0,0,3,0,7,3,5,20,0.281241
ka,1,14,11,5,1,30,34,15,1,1,2,0,1,0,2,0,7,4,3,20,0.421412
ndu,1,14,12,5,2,15,33,34,2,2,1,0,0,1,2,0,7,5,3,20,0.281241
dhaa,1,14,13,6,1,34,30,33,1,2,2,1,0,0,2,0,7,6,4,20,0.420067
thaa,1,14,14,6,2,33,39,30,2,2,2,0,0,0,2,0,7,7,4,20,0.484872
bhoo,1,14,1,1,1,30,40,39,2,1,2,0,0,0,3,0,7,-6,4,21,0.39723
mi,1,14,2,1,2,39,41,40,2,1,1,0,0,0,3,0,7,-5,4,21,0.217975
yi,1,14,3,1,3,40,44,41,1,2,1,0,0,0,3,0,7,-4,4,21,0.217975
lu,1,14,4,2,1,41,44,44,1,1,2,0,1,0,2,0,7,-3,3,21,0.420412
lla,1,14,5,2,2,44,22,44,2,2,1,0,0,1,2,0,7,-2,3,21,0.210804
ja,1,14,6,3,1,44,56,22,1,2,2,1,1,0,2,0,7,-1,4,21,0.392928
nthu,1,14,7,3,2,22,15,56,2,2,2,0,1,1,2,1,7,0,4,21,0.544312
kkal,1,14,8,4,1,56,15,15,2,1,2,1,1,1,3,0,7,1,5,21,0.452312
kku,1,14,9,4,2,15,40,15,2,2,1,1,0,1,3,0,7,2,5,21,0.169111
moo,1,14,10,4,3,15,15,40,1,2,2,1,1,0,3,0,7,3,5,21,0.423412
kshaa,1,14,11,5,1,40,42,15,2,1,2,0,0,1,2,0,7,4,3,21,0.488483
rtha,1,14,12,5,2,15,40,42,2,1,1,1,0,0,2,0,7,5,3,21,0.250432
mi,1,14,13,6,1,42,34,40,1,1,1,0,0,0,2,0,7,6,2,21,0.260312
ni,1,14,14,6,2,40,50,34,1,2,1,0,0,0,2,0,7,7,2,21,0.281241
srii,1,14,1,1,1,34,40,50,1,1,2,0,0,0,3,0,7,-6,5,23,0.484872
ma,1,14,2,1,2,50,51,40,2,2,1,0,0,0,3,0,7,-5,5,23,0.184473
haa,1,14,3,1,3,40,42,51,1,2,2,0,0,0,3,0,7,-4,5,23,0.474971
raa,1,14,4,2,1,51,40,42,2,2,2,0,0,0,2,0,7,-3,4,23,0.375165
maa,1,14,5,2,2,42,41,40,2,1,2,0,0,0,2,0,7,-2,4,23,0.424312
ya,1,14,6,3,1,40,34,41,2,2,1,0,0,0,2,0,7,-1,3,23,0.250432
nam,1,14,7,3,2,41,20,34,1,1,2,0,0,0,2,1,7,0,3,23,0.553442
cha,1,14,8,4,1,34,40,20,2,2,1,0,0,0,3,0,7,1,5,23,0.23928
may,1,14,9,4,2,20,15,40,1,2,2,0,1,0,3,0,7,2,5,23,0.426983
kke,1,14,10,4,3,40,34,15,2,1,2,0,1,1,3,0,7,3,5,23,0.438222
nna,1,14,11,5,1,15,42,34,2,2,1,1,0,1,2,0,7,4,3,23,0.186546
rul,1,14,12,5,2,34,20,42,1,2,2,1,0,0,2,0,7,5,3,23,0.377238
chey,1,14,13,6,1,42,30,20,2,1,2,0,0,0,2,0,7,6,3,23,0.46628
thu,1,14,14,6,2,20,47,30,2,2,1,0,0,0,2,0,7,7,3,23,0.281241
vii,1,14,1,1,1,30,34,47,1,2,2,0,0,0,3,0,7,-6,6,22,0.474872
naa,1,14,2,1,2,47,36,34,2,2,2,0,0,0,3,0,7,-5,6,22,0.399865
paa,1,14,3,1,3,34,34,36,2,1,2,0,0,0,3,0,7,-4,6,22,0.423412
ni,1,14,4,2,1,36,41,34,2,1,1,0,0,0,2,0,7,-3,2,22,0.219461
yu,1,14,5,2,2,34,40,41,1,1,1,0,0,0,2,0,7,-2,2,22,0.277116
mu,1,14,6,3,1,41,36,40,1,1,1,0,0,0,2,0,7,-1,2,22,0.172965
pa,1,14,7,3,2,40,25,36,1,2,1,0,0,0,2,1,7,0,2,22,0.250432
dee,1,14,8,4,1,36,48,25,1,2,2,0,0,0,3,0,7,1,5,22,0.433312
shi,1,14,9,4,2,25,20,48,2,1,2,0,1,0,3,0,7,2,5,22,0.435202
chhu,1,14,10,4,3,48,42,20,2,2,1,0,0,1,3,0,7,3,5,22,0.243873
raa,1,14,11,5,1,20,40,42,1,2,2,1,0,0,2,0,7,4,4,22,0.435202
maa,1,14,12,5,2,42,41,40,2,1,2,0,0,0,2,0,7,5,4,22,0.423322
ya,1,14,13,6,1,40,34,41,2,2,1,0,0,0,2,0,7,6,3,22,0.267817
nam,1,14,14,6,2,41,47,34,1,2,2,0,0,0,2,0,7,7,3,22,0.474872
vaa,1,14,1,1,1,34,34,47,2,1,2,0,0,0,3,0,7,-6,5,24,0.498051
ni,1,14,2,1,2,47,41,34,2,2,1,0,0,0,3,0,7,-5,5,24,0.250432
yum,1,14,3,1,3,34,47,41,1,2,2,0,0,0,3,0,7,-4,5,24,0.423412
vaath,1,14,4,2,1,41,40,47,2,2,2,0,0,0,2,0,7,-3,4,24,0.444449
mii,1,14,5,2,2,47,15,40,2,1,2,0,0,0,2,0,7,-2,4,24,0.481786
ki,1,14,6,3,1,40,30,15,2,2,1,0,0,0,2,0,7,-1,3,24,0.261309
than,1,14,7,3,2,15,34,30,1,2,2,0,0,0,2,1,7,0,3,24,0.560815
naa,1,14,8,4,1,30,47,34,2,2,2,0,0,0,3,0,7,1,6,24,0.433312
vin,1,14,9,4,2,34,40,47,2,2,2,0,0,0,3,0,7,2,6,24,0.415415
meel,1,14,10,4,3,47,47,40,2,1,2,0,0,0,3,0,7,3,6,24,0.509218
va,1,14,11,5,1,40,34,47,2,2,1,0,0,0,2,0,7,4,3,24,0.281241
nii,1,14,12,5,2,47,25,34,1,1,2,0,0,0,2,0,7,5,3,24,0.423322
di,1,14,13,6,1,34,34,25,2,2,1,0,0,0,2,0,7,6,3,24,0.276943
nan,1,14,14,6,2,25,47,34,1,2,2,0,0,0,2,0,7,7,3,24,0.474872
vaa,1,14,1,1,1,34,34,47,2,2,2,0,0,0,3,0,7,-6,5,25,0.407943
nii,1,14,2,1,2,47,25,34,2,1,2,0,0,0,3,0,7,-5,5,25,0.471547
du,1,14,3,1,3,34,15,25,2,1,1,0,0,0,3,0,7,-4,5,25,0.184232
ka,1,14,4,2,1,25,47,15,1,2,1,0,0,0,2,0,7,-3,4,25,0.281241
vva,1,14,5,2,2,15,34,47,1,1,2,0,1,0,2,0,7,-2,4,25,0.424312
nna,1,14,6,3,1,47,40,34,2,2,1,0,0,1,2,0,7,-1,3,25,0.281241
men,1,14,7,3,2,34,34,40,1,2,2,1,0,0,2,1,7,0,3,25,0.526378
naa,1,14,8,4,1,40,47,34,2,2,2,0,0,0,3,0,7,1,6,25,0.438115
vin,1,14,9,4,2,34,40,47,2,2,2,0,0,0,3,0,7,2,6,25,0.424312
mee,1,14,10,4,3,47,44,40,2,1,2,0,0,0,3,0,7,3,6,25,0.474971
la,1,14,11,5,1,40,47,44,2,2,1,0,0,0,2,0,7,4,3,25,0.250432
vam,1,14,12,5,2,44,20,47,1,2,2,0,0,0,2,0,7,5,3,25,0.375045
chol,1,14,13,6,1,47,47,20,2,2,2,0,0,0,2,0,7,6,4,25,0.438649
van,1,14,14,6,2,20,34,47,2,2,2,0,0,0,2,0,7,7,4,25,0.474872
naa,1,14,1,1,1,47,34,34,2,1,2,0,0,0,3,0,7,-6,5,22,0.379909
na,1,14,2,1,2,34,40,34,2,2,1,0,0,0,3,0,7,-5,5,22,0.245531
maa,1,14,3,1,3,34,15,40,1,2,2,0,0,0,3,0,7,-4,5,22,0.423412
ku,1,14,4,2,1,40,34,15,2,1,2,0,1,0,2,0,7,-3,3,22,0.437491
nnu,1,14,5,2,2,15,30,34,2,2,1,0,0,1,2,0,7,-2,3,22,0.210692
thaa,1,14,6,3,1,34,34,30,1,1,2,1,0,0,2,0,7,-1,3,22,0.443312
nu,1,14,7,3,2,30,40,34,2,1,1,0,0,0,2,1,7,0,3,22,0.260462
ma,1,14,8,4,1,34,30,40,1,1,1,0,0,0,3,0,7,1,3,22,0.18083
thi,1,14,9,4,2,40,34,30,1,2,1,0,0,0,3,0,7,2,3,22,0.167035
ne,1,14,10,4,3,30,56,34,1,2,2,0,1,0,3,0,7,3,3,22,0.421412
nthaa,1,14,11,5,1,34,47,56,2,1,2,0,0,1,2,0,7,4,3,22,0.453412
va,1,14,12,5,2,56,30,47,2,2,1,1,0,0,2,0,7,5,3,22,0.243872
thi,1,14,13,6,1,47,36,30,1,2,2,0,1,0,2,0,7,6,4,22,0.423313
ppol,1,14,14,6,2,30,47,36,2,2,2,0,0,1,2,0,7,7,4,22,0.494872
vee,1,14,1,1,1,36,25,47,2,1,2,1,0,0,3,0,7,-6,5,22,0.42189
da,1,14,2,1,2,47,48,25,2,2,1,0,0,0,3,0,7,-5,5,22,0.192475
shaa,1,14,3,1,3,25,50,48,1,2,2,0,1,0,3,0,7,-4,5,22,0.433412
sthra,1,14,4,2,1,48,19,50,2,2,2,0,1,1,2,0,7,-3,4,22,0.453412
ngal,1,14,5,2,2,50,15,19,2,1,2,1,1,1,2,0,7,-2,4,22,0.495871
kka,1,14,6,3,1,19,33,15,2,1,1,1,0,1,2,0,7,-1,2,22,0.281241
dhi,1,14,7,3,2,15,15,33,1,2,1,1,0,0,2,1,7,0,2,22,0.219694
kaa,1,14,8,4,1,33,42,15,1,1,2,0,0,0,3,0,7,1,4,22,0.433312
ri,1,14,9,4,2,15,41,42,2,2,1,0,0,0,3,0,7,2,4,22,0.161368
ya,1,14,10,4,3,42,44,41,1,2,2,0,1,0,3,0,7,3,4,22,0.421412
lla,1,14,11,5,1,41,34,44,2,1,2,0,1,1,2,0,7,4,3,22,0.484971
nna,1,14,12,5,2,44,30,34,2,2,1,1,0,1,2,0,7,5,3,22,0.215126
thoor,1,14,13,6,1,34,30,30,1,1,2,1,1,0,2,0,7,6,3,22,0.487993
tthu,1,14,14,6,2,30,20,30,2,2,1,0,0,1,2,0,7,7,3,22,0.281241
chee,1,14,1,1,1,30,30,20,1,1,2,1,0,0,3,0,7,-6,4,20,0.469659
tha,1,14,2,1,2,20,50,30,2,1,1,0,0,0,3,0,7,-5,4,20,0.200176
si,1,14,3,1,3,30,50,50,1,2,1,0,0,0,3,0,7,-4,4,20,0.281241
sar,1,14,4,2,1,50,47,50,1,2,2,0,0,0,2,0,7,-3,4,20,0.48546
vam,1,14,5,2,2,50,15,47,2,1,2,0,1,0,2,0,7,-2,4,20,0.424312
ksha,1,14,6,3,1,47,40,15,2,1,1,0,0,1,2,0,7,-1,2,20,0.226926
mi,1,14,7,3,2,15,20,40,1,2,1,1,0,0,2,1,7,0,2,20,0.306231
chii,1,14,8,4,1,40,25,20,1,1,2,0,0,0,3,0,7,1,4,20,0.410952
du,1,14,9,4,2,20,47,25,2,2,1,0,0,0,3,0,7,2,4,20,0.26472
vin,1,14,10,4,3,25,15,47,1,1,2,0,0,0,3,0,7,3,4,20,0.423412
kri,1,14,11,5,1,47,36,15,2,1,1,0,0,0,2,0,7,4,2,20,0.223829
pa,1,14,12,5,2,15,41,36,1,2,1,0,0,0,2,0,7,5,2,20,0.200176
yaa,1,14,13,6,1,36,44,41,1,1,2,0,0,0,2,0,7,6,3,20,0.385565
le,1,14,14,6,2,41,1,44,2,1,1,0,0,0,2,0,7,7,3,20,0.281241
a,1,14,1,1,1,44,33,1,1,2,1,0,0,0,3,0,7,-6,4,18,0.250432
dhyaa,1,14,2,1,2,1,30,33,1,1,2,0,0,0,3,0,7,-5,4,18,0.443322
thma,1,14,3,1,3,33,36,30,2,1,1,0,0,0,3,0,7,-4,4,18,0.281241
pra,1,14,4,2,1,30,25,36,1,2,1,0,0,0,2,0,7,-3,3,18,0.236477
dii,1,14,5,2,2,36,36,25,1,1,2,0,0,0,2,0,7,-2,3,18,0.424312
pa,1,14,6,3,1,25,15,36,2,1,1,0,0,0,2,0,7,-1,2,18,0.250432
ka,1,14,7,3,2,36,40,15,1,1,1,0,0,0,2,1,7,0,2,18,0.250432
ma,1,14,8,4,1,15,30,40,1,2,1,0,0,0,3,0,7,1,4,18,0.189181
thya,1,14,9,4,2,40,56,30,1,2,2,0,1,0,3,0,7,2,4,18,0.434312
ntham,1,14,10,4,3,30,42,56,2,1,2,0,0,1,3,0,7,3,4,18,0.453412
ra,1,14,11,5,1,56,51,42,2,1,1,1,0,0,2,0,7,4,2,18,0.250432
ha,1,14,12,5,2,42,50,51,1,1,1,0,0,0,2,0,7,5,2,18,0.231584
sya,1,14,13,6,1,51,40,50,1,1,1,0,0,0,2,0,7,6,2,18,0.250432
mi,1,14,14,6,2,50,30,40,1,1,1,0,0,0,2,0,7,7,2,18,0.230512
tha,1,14,1,1,1,40,33,30,1,2,1,0,0,0,3,0,7,-6,4,21,0.206936
dhyaa,1,14,2,1,2,30,30,33,1,1,2,0,0,0,3,0,7,-5,4,21,0.404111
thma,1,14,3,1,3,33,42,30,2,2,1,0,0,0,3,0,7,-4,4,21,0.281241
raa,1,14,4,2,1,30,40,42,1,2,2,0,0,0,2,0,7,-3,4,21,0.423412
maa,1,14,5,2,2,42,41,40,2,1,2,0,0,0,2,0,7,-2,4,21,0.424312
ya,1,14,6,3,1,40,34,41,2,2,1,0,0,0,2,0,7,-1,3,21,0.250432
nam,1,14,7,3,2,41,40,34,1,1,2,0,0,0,2,1,7,0,3,21,0.524312
mri,1,14,8,4,1,34,30,40,2,1,1,0,0,0,3,0,7,1,4,21,0.281241
